1619395508.630538,1619395508.648435,
1619395508.6484454,1619395508.6558464,
1619395508.6558578,1619395508.6685357,
1619395508.6685486,1619395508.681584,
1619395508.6815913,1619395508.686221,
1619395508.6862292,1619395508.7083747,
1619395508.7084224,1619395508.725393,
1619395508.7254152,1619395508.7357543,
1619395508.735768,1619395508.7474408,
1619395508.7474508,1619395508.7572184,
1619395508.7572286,1619395508.773262,
1619395508.773274,1619395508.792664,
1619395508.792677,1619395508.8047519,
1619395508.804763,1619395508.8164463,
1619395508.8164577,1619395508.8204346,
1619395508.8204443,1619395508.830553,
1619395508.8305626,1619395508.837513,
1619395508.8375227,1619395508.8501267,
1619395508.8501384,1619395508.8673642,
1619395508.867377,1619395508.876481,
1619395508.8764899,1619395508.8875782,
1619395508.8875878,1619395508.8954322,
1619395508.8954399,1619395508.9040282,
1619395508.9040375,1619395508.909533,
1619395508.909542,1619395508.922757,
1619395508.9227653,1619395508.9285667,
1619395508.9285758,1619395508.93271,
1619395508.9327214,1619395508.9437845,
1619395508.9437947,1619395508.9546392,
1619395508.9546483,1619395508.961508,
1619395508.9615161,1619395508.9698305,
1619395508.96984,1619395508.9731052,
1619395508.9731147,1619395508.9772024,
1619395508.9772112,1619395508.993277,
1619395508.9932876,1619395508.9964507,
1619395508.9964595,1619395508.999623,
1619395508.9996326,1619395509.012311,
1619395509.0123212,1619395509.0238438,
1619395509.0238538,1619395509.027319,
1619395509.0273278,1619395509.0300915,
1619395509.030101,1619395509.0355651,
1619395509.0355742,1619395509.0387177,
1619395509.0387251,1619395509.0544848,
1619395509.0544934,1619395509.0592077,
1619395509.0592158,1619395509.0638745,
1619395509.0638838,1619395509.0738223,
1619395509.0738337,1619395509.0804825,
1619395509.0804946,1619395509.089888,
1619395509.0898979,1619395509.103128,
1619395509.1031377,1619395509.1088681,
1619395509.1088777,1619395509.1257937,
1619395509.1258035,1619395509.130326,
1619395509.1303358,1619395509.1375568,
1619395509.1375751,1619395509.149074,
1619395509.1490862,1619395509.157036,
1619395509.1570647,1619395509.1606655
1619395509.1606917,1619395509.1708355
1619395509.1708581,1619395509.1738677
1619395509.1738899,1619395509.1918168
1619395509.1918414,1619395509.197797
1619395509.1978233,1619395509.2095385
1619395509.2095642,1619395509.220628
1619395509.2206516,1619395509.2241988
1619395509.2242227,1619395509.2308307
1619395509.230853,1619395509.2349339
1619395509.2349575,1619395509.244695
1619395509.2447348,1619395509.2571566
1619395509.257181,1619395509.2623491
1619395509.2623732,1619395509.2651565
1619395509.2651808,1619395509.2778614
1619395509.2778828,1619395509.2806277
1619395509.2806528,1619395509.2879965
1619395509.2880187,1619395509.299412
1619395509.2994304,1619395509.3092043
1619395509.309228,1619395509.3214185
1619395509.3214412,1619395509.325074
1619395509.3251324,1619395509.3276541
1619395509.3276765,1619395509.3305862
1619395509.3306081,1619395509.3401217
1619395509.3402274,1619395509.3451965
1619395509.345219,1619395509.352436
1619395509.3524597,1619395509.3626251
1619395509.3626473,1619395509.3674734
1619395509.3675034,1619395509.3717573
1619395509.3717787,1619395509.3918386
1619395509.3918629,1619395509.3964853
1619395509.396511,1619395509.4111078
1619395509.4111383,1619395509.4154499
1619395509.4154742,1619395509.423781
1619395509.4238048,1619395509.427617
1619395509.4276395,1619395509.435788
1619395509.4358094,1619395509.4403536
1619395509.4403763,1619395509.4605033
1619395509.4605892,1619395509.4657283
1619395509.4657576,1619395509.4743383
1619395509.4743655,1619395509.478867
1619395509.4788878,1619395509.4855876
1619395509.4856093,1619395509.5006428
1619395509.5006664,1619395509.5166843
1619395509.516716,1619395509.532411
1619395509.5324361,1619395509.5421922
1619395509.5422177,1619395509.5448325
1619395509.5448532,1619395509.5540342
1619395509.554058,1619395509.5562506
1619395509.5562708,1619395509.5706904
1619395509.5707266,1619395509.5763986
1619395509.576424,1619395509.579777
1619395509.5797985,1619395509.5992813
1619395509.5993354,1619395509.6237974
1619395509.6238406,1619395509.6335526
1619395509.6335943,1619395509.648244
1619395509.6482887,1619395509.6755023
1619395509.675528,1619395509.6786823
1619395509.678705,1619395509.6934733
1619395509.6934996,1619395509.7014797
1619395509.701505,1619395509.7150574
1619395509.715092,1619395509.7329946
1619395509.7330291,1619395509.7393703
1619395509.7394092,1619395509.773465
1619395509.773531,1619395509.8125246
1619395509.8125622,1619395509.832438
1619395509.8324647,1619395509.8400648
1619395509.84009,1619395509.8432577
