1619371110.9971871,
1619371111.0337791,
1619371111.1031785,
1619371111.3970392,
1619371111.566828,
1619371111.6463652,
1619371111.7534332,
1619371111.9347048,
1619371112.0952332,
1619371112.222515,
1619371112.283969,
1619371112.5028167,
1619371112.712148,
1619371112.8242493,
1619371112.9247322,
1619371113.0616531,
1619371113.295479,
1619371113.5182822,
1619371113.6412973,
1619371113.8025322,
1619371113.9344559,
1619371114.0578744,
1619371114.1952877,
1619371114.2965915,
1619371114.4153633,
1619371114.5013528,
1619371114.5703404,
1619371114.632675,
1619371114.7111504,
1619371114.7712562,
1619371114.8485918,
1619371114.9273212,
1619371115.0601256,
1619371115.312167,
1619371115.4733062,
1619371115.564893,
1619371115.7280083,
1619371115.9392147,
1619371116.0641234,
1619371116.2335715,
1619371116.3517156,
1619371116.4951706,
1619371116.6766567,
1619371116.818041,
1619371116.8925302,
1619371116.942246,
1619371116.977802,
1619371117.0133433,
1619371117.0507927,
1619371117.0809913,
1619371117.1327631,
1619371117.1582663,
1619371117.1999543,
1619371117.2328854,
1619371117.2674694,
1619371117.3072734,
1619371117.3384478,
1619371117.3843837,
1619371117.4109797,
1619371117.4333463,
1619371117.457569,
1619371117.490838,
1619371117.5233142,
1619371117.5406532,
1619371117.5703576,
1619371117.6063535,
1619371117.6285813,
1619371117.6920228,
1619371117.7311628,
1619371117.7539294,
1619371117.773529,
1619371117.829986,
1619371117.8526435,
1619371117.8904054,
1619371117.9297009,
1619371117.985545,
1619371118.0086617,
1619371118.0484872,
1619371118.0861866,
1619371118.1369846,
1619371118.1629486,
1619371118.1988044,
1619371118.2442193,
1619371118.290539,
1619371118.396039,
1619371118.450698,
1619371118.520294,
1619371118.5508249,
1619371118.5728827,
1619371118.6157317,
1619371118.65954,
1619371118.6891959,
1619371118.7193034,
1619371118.7706728,
1619371118.8082423,
1619371118.8522096,
1619371118.8885684,
1619371118.929274,
1619371118.9666462,
1619371118.9985487,
1619371119.0504963,
1619371119.0872245,
1619371119.2954102,
1619371119.409662,
1619371119.5249507,
1619371119.6413932,
1619371119.7002795,
1619371119.745082,
1619371119.785247,
1619371119.8441486,
1619371119.875192,
1619371119.9213226,
1619371119.9752586,
1619371120.047455,
1619371120.1197944,
1619371121.1468024,
1619371122.9449177,
1619371124.4318836,
1619371125.7632227,
1619371127.4923306,
1619371128.9981892,
1619371130.692634,
1619371132.412023,
